coo: 51.9255945_4.4753303;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2025-04-04;--;--;--;--;--;--;--;--;--;--;--;--;6.86;89.34;16.07;101.34;24.88;114.22;32.78;128.71;39.09;145.45;43.03;164.59;43.87;185.17;41.45;205.24;36.25;223.25;29.08;238.83;20.67;252.45;11.63;264.82;2.41;276.65;--;--;--;--;--;--;--;--;--;--;
2025-04-05;--;--;--;--;--;--;--;--;--;--;--;--;7.20;89.16;16.41;101.16;25.23;114.05;33.14;128.56;39.48;145.36;43.41;164.60;44.24;185.30;41.80;205.47;36.57;223.54;29.36;239.13;20.94;252.75;11.88;265.12;2.66;276.94;--;--;--;--;--;--;--;--;--;--;
2025-04-06;--;--;--;--;--;--;--;--;--;--;--;--;7.54;88.98;16.76;100.97;25.58;113.87;33.51;128.41;39.85;145.27;43.80;164.61;44.62;185.43;42.14;205.70;36.88;223.82;29.64;239.43;21.20;253.05;12.14;265.41;2.92;277.23;--;--;--;--;--;--;--;--;--;--;
2025-04-07;--;--;--;--;--;--;--;--;--;--;--;--;7.88;88.79;17.10;100.79;25.93;113.70;33.87;128.27;40.23;145.18;44.18;164.62;44.99;185.56;42.49;205.93;37.19;224.10;29.92;239.73;21.46;253.35;12.39;265.71;3.17;277.52;--;--;--;--;--;--;--;--;--;--;
2025-04-08;--;--;--;--;--;--;--;--;--;--;--;--;8.22;88.61;17.44;100.61;26.28;113.53;34.23;128.12;40.60;145.09;44.56;164.63;45.36;185.68;42.83;206.16;37.49;224.38;30.20;240.03;21.72;253.65;12.64;266.00;3.42;277.80;--;--;--;--;--;--;--;--;--;--;
2025-04-09;--;--;--;--;--;--;--;--;--;--;-0.62;76.69;8.55;88.43;17.77;100.43;26.63;113.35;34.59;127.97;40.98;145.00;44.94;164.64;45.73;185.81;43.17;206.38;37.80;224.66;30.48;240.33;21.98;253.95;12.89;266.29;3.67;278.08;--;--;--;--;--;--;--;--;--;--;
2025-04-10;--;--;--;--;--;--;--;--;--;--;-0.28;76.52;8.88;88.25;18.11;100.24;26.97;113.17;34.94;127.82;41.35;144.91;45.31;164.64;46.09;185.94;43.50;206.61;38.10;224.94;30.75;240.62;22.23;254.24;13.14;266.58;3.92;278.36;--;--;--;--;--;--;--;--;--;--;
2025-04-11;--;--;--;--;--;--;--;--;--;--;0.05;76.35;9.21;88.07;18.44;100.06;27.31;113.00;35.30;127.67;41.71;144.81;45.69;164.65;46.45;186.07;43.84;206.84;38.40;225.22;31.02;240.92;22.49;254.54;13.38;266.87;4.17;278.64;--;--;--;--;--;--;--;--;--;--;
2025-04-12;--;--;--;--;--;--;--;--;--;--;0.38;76.18;9.54;87.89;18.77;99.88;27.64;112.82;35.65;127.51;42.08;144.72;46.06;164.65;46.81;186.20;44.17;207.07;38.70;225.50;31.29;241.22;22.74;254.83;13.63;267.15;4.42;278.92;--;--;--;--;--;--;--;--;--;--;
2025-04-13;--;--;--;--;--;--;--;--;--;--;0.71;76.01;9.86;87.71;19.09;99.69;27.97;112.64;35.99;127.36;42.44;144.62;46.42;164.66;47.17;186.33;44.50;207.30;39.00;225.78;31.56;241.51;22.99;255.12;13.87;267.43;4.66;279.19;--;--;--;--;--;--;--;--;--;--;
2025-04-14;--;--;--;--;--;--;--;--;--;--;1.03;75.84;10.18;87.53;19.41;99.51;28.30;112.46;36.33;127.20;42.79;144.52;46.79;164.66;47.52;186.45;44.83;207.53;39.29;226.06;31.83;241.80;23.24;255.41;14.12;267.71;4.91;279.46;--;--;--;--;--;--;--;--;--;--;
2025-04-15;--;--;--;--;--;--;--;--;--;--;1.35;75.67;10.50;87.35;19.73;99.32;28.63;112.28;36.67;127.04;43.15;144.42;47.15;164.66;47.88;186.58;45.15;207.75;39.58;226.34;32.09;242.09;23.49;255.70;14.36;267.99;5.15;279.73;--;--;--;--;--;--;--;--;--;--;
2025-04-16;--;--;--;--;--;--;--;--;--;--;1.67;75.50;10.81;87.17;20.05;99.14;28.95;112.10;37.01;126.89;43.50;144.31;47.51;164.65;48.23;186.71;45.47;207.98;39.87;226.61;32.36;242.38;23.73;255.98;14.60;268.27;5.40;279.99;--;--;--;--;--;--;--;--;--;--;
2025-04-17;--;--;--;--;--;--;--;--;--;--;1.99;75.33;11.12;86.99;20.36;98.96;29.27;111.92;37.34;126.73;43.85;144.21;47.87;164.65;48.57;186.83;45.79;208.21;40.16;226.89;32.62;242.67;23.98;256.26;14.83;268.54;5.64;280.26;--;--;--;--;--;--;--;--;--;--;
2025-04-18;--;--;--;--;--;--;--;--;--;--;2.30;75.16;11.43;86.81;20.67;98.77;29.59;111.74;37.67;126.56;44.19;144.10;48.22;164.64;48.92;186.95;46.11;208.43;40.44;227.16;32.88;242.95;24.22;256.54;15.07;268.81;5.88;280.51;--;--;--;--;--;--;--;--;--;--;
2025-04-19;--;--;--;--;--;--;--;--;--;--;2.60;74.99;11.73;86.63;20.97;98.58;29.90;111.55;38.00;126.40;44.54;143.99;48.57;164.64;49.26;187.07;46.42;208.65;40.73;227.44;33.13;243.24;24.46;256.82;15.31;269.08;6.12;280.77;--;--;--;--;--;--;--;--;--;--;
2025-04-20;--;--;--;--;--;--;--;--;--;--;2.91;74.83;12.03;86.46;21.27;98.40;30.21;111.37;38.32;126.24;44.87;143.88;48.92;164.63;49.60;187.19;46.73;208.88;41.01;227.71;33.39;243.52;24.70;257.10;15.54;269.34;6.35;281.02;--;--;--;--;--;--;--;--;--;--;
2025-04-21;--;--;--;--;--;--;--;--;--;--;3.21;74.66;12.33;86.28;21.57;98.21;30.51;111.19;38.64;126.07;45.21;143.77;49.26;164.61;49.93;187.31;47.04;209.10;41.28;227.97;33.64;243.80;24.94;257.37;15.77;269.60;6.59;281.27;--;--;--;--;--;--;--;--;--;--;
2025-04-22;--;--;--;--;--;--;--;--;--;--;3.51;74.49;12.62;86.10;21.86;98.03;30.81;111.00;38.95;125.90;45.54;143.65;49.60;164.60;50.26;187.43;47.35;209.31;41.56;228.24;33.89;244.07;25.17;257.64;16.00;269.86;6.82;281.52;--;--;--;--;--;--;--;--;--;--;
2025-04-23;--;--;--;--;--;--;--;--;--;--;3.80;74.32;12.91;85.92;22.15;97.84;31.11;110.81;39.26;125.73;45.86;143.53;49.94;164.58;50.59;187.54;47.65;209.53;41.83;228.50;34.14;244.35;25.41;257.90;16.23;270.12;7.06;281.76;--;--;--;--;--;--;--;--;--;--;
2025-04-24;--;--;--;--;--;--;--;--;--;--;4.09;74.16;13.19;85.74;22.44;97.65;31.40;110.63;39.57;125.56;46.18;143.41;50.27;164.56;50.91;187.65;47.95;209.75;42.10;228.77;34.38;244.62;25.64;258.17;16.46;270.37;7.29;282.00;--;--;--;--;--;--;--;--;--;--;
2025-04-25;--;--;--;--;--;--;--;--;--;--;4.37;73.99;13.47;85.56;22.72;97.47;31.69;110.44;39.87;125.39;46.50;143.29;50.60;164.54;51.23;187.76;48.24;209.96;42.36;229.03;34.62;244.88;25.87;258.43;16.68;270.62;7.52;282.24;--;--;--;--;--;--;--;--;--;--;
2025-04-26;--;--;--;--;--;--;--;--;--;--;4.65;73.83;13.75;85.38;22.99;97.28;31.97;110.25;40.17;125.22;46.82;143.17;50.92;164.52;51.55;187.87;48.54;210.17;42.63;229.28;34.86;245.15;26.09;258.68;16.91;270.86;7.75;282.47;--;--;--;--;--;--;--;--;--;--;
2025-04-27;--;--;--;--;--;--;--;--;--;--;4.93;73.66;14.02;85.21;23.26;97.09;32.25;110.06;40.46;125.04;47.12;143.04;51.24;164.49;51.87;187.98;48.83;210.38;42.89;229.54;35.10;245.41;26.32;258.94;17.13;271.10;7.97;282.70;-0.78;294.35;--;--;--;--;--;--;--;--;
2025-04-28;--;--;--;--;--;--;--;--;--;--;5.20;73.50;14.29;85.03;23.53;96.91;32.53;109.88;40.75;124.87;47.43;142.91;51.56;164.46;52.18;188.08;49.11;210.58;43.15;229.79;35.34;245.67;26.54;259.19;17.35;271.34;8.20;282.92;-0.54;294.56;--;--;--;--;--;--;--;--;
2025-04-29;--;--;--;--;--;--;--;--;--;--;5.47;73.33;14.55;84.85;23.79;96.72;32.80;109.69;41.03;124.69;47.73;142.78;51.87;164.43;52.48;188.18;49.39;210.79;43.40;230.03;35.57;245.92;26.76;259.43;17.57;271.57;8.42;283.14;-0.31;294.77;--;--;--;--;--;--;--;--;
2025-04-30;--;--;--;--;--;--;--;--;--;--;5.73;73.17;14.81;84.68;24.05;96.54;33.06;109.50;41.31;124.51;48.02;142.65;52.18;164.39;52.78;188.28;49.67;210.99;43.65;230.28;35.80;246.17;26.98;259.67;17.78;271.80;8.64;283.36;-0.08;294.97;--;--;--;--;--;--;--;--;
2025-05-01;--;--;--;--;--;--;--;--;--;--;5.99;73.01;15.06;84.50;24.30;96.35;33.32;109.31;41.58;124.33;48.31;142.51;52.48;164.36;53.08;188.37;49.95;211.18;43.90;230.52;36.03;246.42;27.20;259.91;18.00;272.03;8.86;283.57;0.15;295.17;--;--;--;--;--;--;--;--;
2025-05-02;--;--;--;--;--;--;--;--;--;--;6.25;72.85;15.31;84.32;24.55;96.16;33.57;109.12;41.85;124.15;48.60;142.37;52.78;164.31;53.38;188.46;50.22;211.38;44.15;230.75;36.26;246.66;27.41;260.15;18.21;272.25;9.07;283.78;0.38;295.36;--;--;--;--;--;--;--;--;
2025-05-03;--;--;--;--;--;--;--;--;--;--;6.50;72.68;15.55;84.15;24.80;95.98;33.82;108.93;42.11;123.97;48.88;142.23;53.07;164.27;53.67;188.55;50.49;211.57;44.39;230.99;36.48;246.90;27.62;260.38;18.42;272.46;9.29;283.98;0.60;295.55;--;--;--;--;--;--;--;--;
2025-05-04;--;--;--;--;--;--;--;--;--;--;6.74;72.52;15.79;83.97;25.03;95.79;34.07;108.73;42.37;123.79;49.16;142.09;53.36;164.22;53.95;188.64;50.76;211.75;44.63;231.22;36.70;247.13;27.83;260.60;18.63;272.68;9.50;284.18;0.83;295.74;--;--;--;--;--;--;--;--;
2025-05-05;--;--;--;--;--;--;--;--;--;--;6.98;72.36;16.02;83.80;25.27;95.61;34.31;108.54;42.62;123.60;49.43;141.94;53.65;164.17;54.23;188.72;51.02;211.94;44.86;231.44;36.92;247.37;28.04;260.82;18.83;272.89;9.71;284.37;1.05;295.92;--;--;--;--;--;--;--;--;
2025-05-06;--;--;--;--;--;--;--;--;--;--;7.21;72.20;16.25;83.63;25.50;95.43;34.54;108.35;42.87;123.42;49.69;141.80;53.92;164.12;54.51;188.79;51.27;212.11;45.10;231.66;37.13;247.59;28.25;261.04;19.03;273.09;9.92;284.56;1.26;296.09;--;--;--;--;--;--;--;--;
2025-05-07;--;--;--;--;--;--;--;--;--;--;7.44;72.05;16.48;83.46;25.72;95.24;34.77;108.16;43.11;123.23;49.95;141.65;54.20;164.06;54.78;188.87;51.53;212.29;45.33;231.88;37.34;247.81;28.45;261.25;19.23;273.29;10.12;284.75;1.48;296.26;--;--;--;--;--;--;--;--;
2025-05-08;--;--;--;--;--;--;--;--;-0.79;60.29;7.67;71.89;16.69;83.29;25.94;95.06;34.99;107.97;43.34;123.05;50.20;141.50;54.47;164.00;55.05;188.94;51.78;212.46;45.55;232.09;37.55;248.03;28.65;261.46;19.43;273.48;10.33;284.93;1.69;296.43;--;--;--;--;--;--;--;--;
2025-05-09;--;--;--;--;--;--;--;--;-0.56;60.15;7.88;71.73;16.91;83.12;26.15;94.88;35.21;107.78;43.57;122.86;50.45;141.35;54.73;163.94;55.32;189.00;52.02;212.63;45.78;232.30;37.76;248.24;28.85;261.66;19.63;273.67;10.53;285.11;1.90;296.59;--;--;--;--;--;--;--;--;
2025-05-10;--;--;--;--;--;--;--;--;-0.34;60.01;8.10;71.58;17.11;82.95;26.35;94.70;35.42;107.59;43.80;122.67;50.70;141.19;54.99;163.87;55.58;189.07;52.26;212.79;46.00;232.50;37.96;248.45;29.04;261.86;19.82;273.86;10.72;285.28;2.11;296.75;--;--;--;--;--;--;--;--;
2025-05-11;--;--;--;--;--;--;--;--;-0.12;59.87;8.30;71.42;17.32;82.78;26.55;94.52;35.63;107.41;44.02;122.49;50.93;141.04;55.25;163.80;55.83;189.12;52.50;212.95;46.21;232.70;38.16;248.65;29.23;262.05;20.01;274.04;10.92;285.45;2.31;296.90;--;--;--;--;--;--;--;--;
2025-05-12;--;--;--;--;--;--;--;--;0.09;59.73;8.51;71.27;17.51;82.61;26.75;94.34;35.83;107.22;44.23;122.30;51.16;140.88;55.49;163.73;56.08;189.18;52.74;213.10;46.43;232.89;38.36;248.85;29.42;262.24;20.20;274.22;11.11;285.61;2.52;297.05;--;--;--;--;--;--;--;--;
2025-05-13;--;--;--;--;--;--;--;--;0.30;59.59;8.70;71.12;17.70;82.45;26.94;94.16;36.03;107.03;44.44;122.11;51.39;140.72;55.74;163.65;56.33;189.23;52.97;213.25;46.63;233.08;38.55;249.04;29.61;262.42;20.39;274.39;11.30;285.77;2.72;297.19;--;--;--;--;--;--;--;--;
2025-05-14;--;--;--;--;--;--;--;--;0.50;59.46;8.90;70.97;17.89;82.28;27.12;93.98;36.21;106.84;44.64;121.92;51.61;140.56;55.97;163.57;56.56;189.27;53.19;213.39;46.84;233.26;38.74;249.23;29.79;262.60;20.57;274.55;11.49;285.92;2.91;297.33;--;--;--;--;--;--;--;--;
2025-05-15;--;--;--;--;--;--;--;--;0.70;59.32;9.08;70.82;18.07;82.12;27.30;93.81;36.40;106.66;44.84;121.74;51.82;140.40;56.20;163.49;56.80;189.31;53.41;213.53;47.04;233.44;38.93;249.41;29.97;262.77;20.75;274.71;11.68;286.07;3.10;297.46;--;--;--;--;--;--;--;--;
2025-05-16;--;--;--;--;--;--;--;--;0.89;59.19;9.26;70.67;18.24;81.96;27.48;93.64;36.58;106.47;45.02;121.55;52.03;140.24;56.43;163.41;57.03;189.35;53.63;213.66;47.24;233.61;39.12;249.58;30.15;262.94;20.93;274.87;11.86;286.21;3.29;297.59;--;--;--;--;--;--;--;--;
2025-05-17;--;--;--;--;--;--;--;--;1.07;59.06;9.44;70.52;18.41;81.80;27.64;93.46;36.75;106.29;45.21;121.36;52.23;140.07;56.65;163.32;57.25;189.38;53.84;213.78;47.44;233.78;39.30;249.75;30.33;263.10;21.10;275.02;12.04;286.35;3.48;297.71;--;--;--;--;--;--;--;--;
2025-05-18;--;--;--;--;--;--;--;--;1.25;58.92;9.60;70.38;18.57;81.64;27.80;93.29;36.91;106.11;45.39;121.18;52.43;139.91;56.86;163.22;57.47;189.41;54.05;213.91;47.63;233.94;39.48;249.92;30.50;263.26;21.28;275.16;12.21;286.48;3.66;297.83;--;--;--;--;--;--;--;--;
2025-05-19;--;--;--;--;--;--;--;--;1.42;58.79;9.77;70.23;18.73;81.49;27.96;93.13;37.07;105.93;45.56;120.99;52.62;139.74;57.07;163.13;57.69;189.43;54.25;214.02;47.81;234.09;39.65;250.08;30.67;263.41;21.44;275.30;12.38;286.61;3.84;297.94;--;--;--;--;--;--;--;--;
2025-05-20;--;--;--;--;--;--;--;--;1.59;58.67;9.93;70.09;18.88;81.33;28.11;92.96;37.23;105.75;45.72;120.81;52.80;139.57;57.27;163.03;57.90;189.45;54.45;214.13;48.00;234.24;39.82;250.23;30.84;263.56;21.61;275.44;12.55;286.73;4.02;298.05;--;--;--;--;--;--;--;--;
2025-05-21;--;--;--;--;--;--;--;--;1.75;58.54;10.08;69.95;19.03;81.18;28.25;92.79;37.38;105.57;45.88;120.63;52.98;139.41;57.47;162.93;58.10;189.46;54.64;214.23;48.18;234.38;39.99;250.38;31.00;263.70;21.77;275.56;12.72;286.85;4.19;298.16;--;--;--;--;--;--;--;--;
2025-05-22;--;--;--;--;--;--;--;--;1.91;58.41;10.22;69.81;19.17;81.03;28.39;92.63;37.52;105.40;46.03;120.45;53.15;139.24;57.66;162.83;58.30;189.46;54.83;214.33;48.35;234.51;40.16;250.52;31.16;263.83;21.93;275.69;12.88;286.96;4.36;298.26;--;--;--;--;--;--;--;--;
2025-05-23;--;--;--;--;--;--;--;--;2.05;58.29;10.36;69.68;19.30;80.88;28.52;92.47;37.65;105.23;46.18;120.27;53.31;139.07;57.84;162.72;58.49;189.47;55.02;214.42;48.52;234.64;40.32;250.65;31.32;263.96;22.09;275.81;13.04;287.06;4.53;298.35;--;--;--;--;--;--;--;--;
2025-05-24;--;--;--;--;--;--;--;--;2.20;58.17;10.50;69.54;19.43;80.74;28.65;92.31;37.78;105.06;46.32;120.09;53.47;138.91;58.02;162.61;58.67;189.46;55.20;214.51;48.69;234.77;40.48;250.78;31.47;264.08;22.24;275.92;13.20;287.16;4.69;298.44;--;--;--;--;--;--;--;--;
2025-05-25;--;--;--;--;--;--;--;--;2.33;58.05;10.62;69.41;19.55;80.59;28.77;92.16;37.91;104.89;46.46;119.91;53.62;138.74;58.19;162.50;58.85;189.46;55.37;214.59;48.85;234.88;40.63;250.90;31.62;264.20;22.39;276.02;13.35;287.26;4.85;298.52;--;--;--;--;--;--;--;--;
2025-05-26;--;--;--;--;--;--;--;--;2.47;57.93;10.75;69.28;19.67;80.45;28.88;92.01;38.03;104.72;46.58;119.74;53.77;138.57;58.36;162.39;59.03;189.44;55.54;214.66;49.01;234.99;40.78;251.02;31.77;264.31;22.54;276.13;13.50;287.35;5.00;298.60;--;--;--;--;--;--;--;--;
2025-05-27;--;--;--;--;--;--;--;--;2.59;57.81;10.86;69.15;19.78;80.31;28.99;91.86;38.14;104.56;46.71;119.56;53.91;138.41;58.52;162.28;59.20;189.43;55.70;214.73;49.17;235.09;40.93;251.13;31.91;264.41;22.68;276.22;13.65;287.44;5.15;298.67;--;--;--;--;--;--;--;--;
2025-05-28;--;--;--;--;--;--;--;--;2.71;57.70;10.97;69.03;19.88;80.18;29.09;91.71;38.24;104.40;46.82;119.39;54.04;138.24;58.67;162.16;59.36;189.40;55.86;214.79;49.32;235.19;41.07;251.23;32.05;264.51;22.82;276.31;13.79;287.52;5.30;298.74;--;--;--;--;--;--;--;--;
2025-05-29;--;--;--;--;--;--;--;--;2.82;57.58;11.08;68.91;19.98;80.05;29.19;91.56;38.34;104.24;46.93;119.23;54.17;138.08;58.81;162.04;59.52;189.38;56.02;214.84;49.46;235.28;41.21;251.32;32.18;264.60;22.95;276.40;13.93;287.59;5.44;298.81;--;--;--;--;--;--;--;--;
2025-05-30;--;--;--;--;--;--;--;--;2.93;57.47;11.17;68.79;20.07;79.92;29.28;91.42;38.44;104.09;47.03;119.06;54.28;137.92;58.95;161.92;59.67;189.35;56.17;214.89;49.60;235.36;41.34;251.41;32.31;264.69;23.09;276.47;14.06;287.66;5.58;298.86;--;--;--;--;--;--;--;--;
2025-05-31;--;--;--;--;--;--;--;--;3.03;57.37;11.27;68.67;20.16;79.79;29.37;91.29;38.52;103.94;47.13;118.90;54.40;137.76;59.08;161.80;59.81;189.31;56.31;214.93;49.74;235.44;41.48;251.50;32.44;264.77;23.21;276.55;14.19;287.73;5.71;298.92;--;--;--;--;--;--;--;--;
2025-06-01;--;--;--;--;--;--;--;--;3.12;57.26;11.35;68.55;20.24;79.67;29.45;91.15;38.60;103.79;47.22;118.74;54.50;137.60;59.21;161.68;59.95;189.27;56.45;214.96;49.87;235.51;41.60;251.57;32.57;264.84;23.34;276.61;14.32;287.78;5.84;298.97;--;--;--;--;--;--;--;--;
2025-06-02;--;--;--;--;--;--;--;--;3.21;57.16;11.43;68.44;20.31;79.54;29.52;91.02;38.68;103.65;47.30;118.58;54.60;137.44;59.33;161.55;60.08;189.22;56.58;214.99;50.00;235.57;41.72;251.64;32.69;264.91;23.46;276.68;14.44;287.84;5.97;299.01;--;--;--;--;--;--;--;--;
2025-06-03;--;--;--;--;--;--;--;--;3.29;57.05;11.51;68.33;20.38;79.43;29.59;90.89;38.75;103.51;47.38;118.43;54.69;137.29;59.44;161.43;60.21;189.17;56.71;215.01;50.12;235.62;41.84;251.71;32.80;264.97;23.58;276.73;14.56;287.89;6.09;299.05;--;--;--;--;--;--;--;--;
2025-06-04;--;--;--;--;--;--;--;--;3.37;56.96;11.57;68.23;20.44;79.31;29.65;90.77;38.81;103.37;47.45;118.28;54.78;137.13;59.54;161.30;60.33;189.12;56.83;215.02;50.24;235.67;41.96;251.76;32.92;265.03;23.69;276.78;14.67;287.93;6.21;299.08;--;--;--;--;--;--;--;--;
2025-06-05;--;--;--;--;--;--;--;--;3.44;56.86;11.64;68.12;20.50;79.20;29.70;90.65;38.87;103.24;47.52;118.14;54.86;136.98;59.64;161.18;60.44;189.06;56.95;215.03;50.35;235.71;42.07;251.81;33.02;265.07;23.80;276.83;14.78;287.97;6.32;299.11;--;--;--;--;--;--;--;--;
2025-06-06;--;--;--;--;--;--;--;--;3.50;56.77;11.69;68.02;20.55;79.10;29.75;90.53;38.92;103.11;47.58;118.00;54.93;136.84;59.73;161.05;60.55;189.00;57.06;215.03;50.46;235.74;42.17;251.86;33.13;265.12;23.90;276.87;14.89;288.00;6.42;299.14;--;--;--;--;--;--;--;--;
2025-06-07;--;--;--;--;--;--;--;--;3.56;56.68;11.74;67.93;20.60;78.99;29.80;90.42;38.97;102.99;47.63;117.86;55.00;136.69;59.82;160.93;60.65;188.93;57.16;215.03;50.57;235.77;42.27;251.89;33.23;265.15;24.00;276.90;14.99;288.03;6.53;299.16;--;--;--;--;--;--;--;--;
2025-06-08;--;--;--;--;--;--;--;--;3.61;56.59;11.79;67.83;20.64;78.89;29.83;90.31;39.01;102.87;47.68;117.73;55.06;136.55;59.90;160.80;60.74;188.86;57.26;215.01;50.67;235.79;42.37;251.92;33.32;265.19;24.09;276.93;15.08;288.05;6.62;299.17;--;--;--;--;--;--;--;--;
2025-06-09;--;--;--;--;--;--;--;--;3.66;56.50;11.83;67.74;20.67;78.80;29.87;90.21;39.04;102.76;47.72;117.60;55.11;136.42;59.97;160.68;60.83;188.78;57.36;215.00;50.76;235.80;42.46;251.95;33.41;265.21;24.19;276.95;15.17;288.07;6.71;299.18;--;--;--;--;--;--;--;--;
2025-06-10;--;--;--;--;--;--;--;--;3.70;56.42;11.86;67.66;20.70;78.71;29.89;90.11;39.07;102.65;47.75;117.48;55.16;136.28;60.03;160.56;60.91;188.71;57.44;214.97;50.85;235.81;42.55;251.96;33.50;265.23;24.27;276.97;15.26;288.08;6.80;299.19;-0.77;310.74;--;--;--;--;--;--;
2025-06-11;--;--;--;--;--;--;--;--;3.73;56.34;11.89;67.58;20.72;78.62;29.91;90.02;39.09;102.54;47.78;117.36;55.20;136.15;60.09;160.43;60.98;188.62;57.53;214.94;50.93;235.81;42.63;251.97;33.58;265.24;24.35;276.98;15.34;288.09;6.88;299.19;-0.69;310.74;--;--;--;--;--;--;
2025-06-12;--;--;--;--;--;--;--;--;3.76;56.27;11.91;67.50;20.74;78.54;29.93;89.93;39.11;102.44;47.80;117.25;55.23;136.03;60.14;160.31;61.05;188.54;57.60;214.90;51.01;235.80;42.71;251.98;33.66;265.25;24.43;276.98;15.42;288.09;6.96;299.19;-0.61;310.73;--;--;--;--;--;--;
2025-06-13;--;--;--;--;--;--;--;--;3.78;56.19;11.92;67.42;20.75;78.46;29.94;89.84;39.12;102.35;47.82;117.14;55.26;135.91;60.18;160.19;61.11;188.45;57.67;214.86;51.08;235.78;42.78;251.98;33.73;265.25;24.50;276.98;15.49;288.09;7.03;299.18;-0.54;310.71;--;--;--;--;--;--;
2025-06-14;--;--;--;--;--;--;--;--;3.80;56.13;11.93;67.35;20.76;78.38;29.94;89.76;39.13;102.26;47.83;117.04;55.28;135.79;60.22;160.07;61.16;188.36;57.73;214.81;51.15;235.76;42.85;251.97;33.80;265.24;24.57;276.98;15.56;288.08;7.10;299.17;-0.47;310.70;--;--;--;--;--;--;
2025-06-15;--;--;--;--;--;--;--;--;3.81;56.06;11.94;67.28;20.76;78.31;29.94;89.69;39.13;102.17;47.83;116.94;55.29;135.68;60.25;159.96;61.21;188.27;57.79;214.76;51.21;235.73;42.91;251.95;33.86;265.23;24.63;276.97;15.62;288.07;7.16;299.15;-0.42;310.67;--;--;--;--;--;--;
2025-06-16;--;--;--;--;--;--;--;--;3.81;56.00;11.94;67.22;20.76;78.25;29.94;89.61;39.12;102.10;47.83;116.85;55.30;135.58;60.27;159.85;61.25;188.17;57.84;214.69;51.27;235.70;42.97;251.93;33.92;265.22;24.69;276.95;15.68;288.05;7.22;299.13;-0.36;310.65;--;--;--;--;--;--;
2025-06-17;--;--;--;--;--;--;--;--;3.81;55.94;11.93;67.16;20.75;78.19;29.93;89.55;39.11;102.02;47.83;116.77;55.31;135.47;60.29;159.73;61.28;188.08;57.89;214.63;51.32;235.66;43.03;251.90;33.98;265.19;24.75;276.93;15.73;288.03;7.27;299.11;-0.31;310.62;--;--;--;--;--;--;
2025-06-18;--;--;--;--;--;--;--;--;3.80;55.89;11.92;67.11;20.73;78.13;29.91;89.49;39.10;101.95;47.82;116.69;55.30;135.38;60.30;159.63;61.31;187.98;57.93;214.56;51.36;235.61;43.07;251.87;34.02;265.17;24.79;276.90;15.78;288.00;7.31;299.08;-0.27;310.58;--;--;--;--;--;--;
2025-06-19;--;--;--;--;--;--;--;--;3.78;55.83;11.90;67.06;20.71;78.08;29.89;89.43;39.08;101.89;47.80;116.61;55.29;135.29;60.30;159.52;61.33;187.88;57.96;214.48;51.40;235.55;43.12;251.82;34.07;265.13;24.84;276.87;15.82;287.97;7.35;299.04;-0.24;310.55;--;--;--;--;--;--;
2025-06-20;--;--;--;--;--;--;--;--;3.77;55.79;11.88;67.01;20.68;78.03;29.86;89.38;39.05;101.84;47.77;116.55;55.27;135.20;60.30;159.42;61.34;187.77;57.98;214.40;51.43;235.49;43.15;251.78;34.11;265.09;24.88;276.84;15.86;287.93;7.38;299.01;-0.21;310.51;--;--;--;--;--;--;
2025-06-21;--;--;--;--;--;--;--;--;3.74;55.74;11.85;66.97;20.65;77.99;29.83;89.34;39.02;101.79;47.75;116.49;55.25;135.13;60.29;159.32;61.35;187.67;58.00;214.31;51.46;235.43;43.18;251.72;34.14;265.05;24.91;276.79;15.89;287.89;7.41;298.96;-0.18;310.46;--;--;--;--;--;--;
2025-06-22;--;--;--;--;--;--;--;--;3.71;55.70;11.81;66.93;20.62;77.95;29.79;89.30;38.98;101.74;47.71;116.43;55.22;135.05;60.27;159.23;61.34;187.57;58.02;214.22;51.48;235.35;43.21;251.67;34.17;265.00;24.94;276.75;15.91;287.85;7.44;298.92;-0.16;310.42;--;--;--;--;--;--;
2025-06-23;--;--;--;--;--;--;--;--;3.67;55.67;11.77;66.90;20.58;77.92;29.75;89.27;38.94;101.70;47.67;116.38;55.19;134.99;60.24;159.14;61.34;187.46;58.02;214.12;51.50;235.27;43.23;251.60;34.19;264.94;24.96;276.70;15.93;287.80;7.45;298.87;-0.15;310.37;--;--;--;--;--;--;
